"weight_range_bottom","weight_range_top","score_median","score_p25","score_p75","Age","Education","Race","fake"
166,169,64.7,39.6,85.4,4,3,0,0
170,173,61.3,35,81.1,4,3,0,0
174,177,71.1,48.8,88.6,4,3,0,0
174,177,71.1,48.8,88.6,4,3,0,1
174,177,71.1,48.8,88.6,4,3,0,1
174,177,71.1,48.8,88.6,4,3,0,1
174,177,71.1,48.8,88.6,4,3,0,1
174,177,71.1,48.8,88.6,4,3,0,1
174,177,71.1,48.8,88.6,4,3,0,1
14,29,45,22,63.5,4,3,1,0
14,29,45,22,63.5,4,3,1,1
14,29,45,22,63.5,4,3,1,1
14,29,45,22,63.5,4,3,1,1
14,29,45,22,63.5,4,3,1,1
14,29,45,22,63.5,4,3,1,1
30,37,56,30.4,72.8,4,3,1,0
38,45,43.9,28.1,68.7,4,3,1,0
46,49,64.5,45.5,80.9,4,3,1,0
50,53,67.8,42.7,88.3,4,3,1,0
54,57,46.5,27.7,63.5,4,3,1,0
58,61,59.5,38.9,78,4,3,1,0
62,65,54.2,27.9,79,4,3,1,0
66,69,64.4,34.1,83.2,4,3,1,0
70,73,65,38.7,82.3,4,3,1,0
74,77,65,40.3,82.5,4,3,1,0
78,81,61.6,36.7,83,4,3,1,0
82,85,62.6,42.5,79.8,4,3,1,0
86,89,65.4,41.3,84,4,3,1,0
90,93,64.4,39.1,83.4,4,3,1,0
94,97,64.4,39.4,82.2,4,3,1,0
98,101,65.5,41.7,83.7,4,3,1,0
102,105,67.3,41.3,84.1,4,3,1,0
106,109,67.9,45.9,85.4,4,3,1,0
110,113,68,44.9,86.4,4,3,1,0
114,117,67.2,44.5,85.7,4,3,1,0
118,121,68.2,45.4,86,4,3,1,0
122,125,67.1,43.9,84.9,4,3,1,0
126,129,70.5,47.5,87.2,4,3,1,0
130,133,69.3,47,86.8,4,3,1,0
134,137,67.1,45.5,84.4,4,3,1,0
138,141,69.5,47.6,86.2,4,3,1,0
142,145,71.7,49.1,87.4,4,3,1,0
146,149,68.7,45.7,85.1,4,3,1,0
150,153,68.5,45.7,86.8,4,3,1,0
154,157,72,51.3,87.3,4,3,1,0
158,161,71.3,47.7,86.2,4,3,1,0
162,165,70.4,46.4,87.9,4,3,1,0
166,169,72.3,50.3,88.6,4,3,1,0
170,173,64.9,43.9,83.5,4,3,1,0
174,177,73.4,52.1,89.1,4,3,1,0
178,181,59.3,38.7,88,4,3,1,0
182,201,57,43.1,77.2,4,3,1,0
182,201,57,43.1,77.2,4,3,1,1
182,201,57,43.1,77.2,4,3,1,1
182,201,57,43.1,77.2,4,3,1,1
182,201,57,43.1,77.2,4,3,1,1
14,29,22.4,9.1,47.5,4,3,2,0
14,29,22.4,9.1,47.5,4,3,2,1
14,29,22.4,9.1,47.5,4,3,2,1
14,29,22.4,9.1,47.5,4,3,2,1
14,29,22.4,9.1,47.5,4,3,2,1
14,29,22.4,9.1,47.5,4,3,2,1
14,29,22.4,9.1,47.5,4,3,2,1
30,37,22.6,7.4,49.5,4,3,2,0
38,45,31.9,16.8,54.8,4,3,2,0
46,53,39.2,18.7,63.1,4,3,2,0
54,57,55.6,33.6,73.2,4,3,2,0
58,61,38.5,17.3,71.5,4,3,2,0
62,65,26.6,12.2,47.7,4,3,2,0
66,69,41.7,17.8,70.8,4,3,2,0
70,73,26.9,12.3,58.1,4,3,2,0
74,77,47.3,19.5,66.4,4,3,2,0
78,81,43.3,23.4,69.4,4,3,2,0
82,85,36.3,13.4,63.2,4,3,2,0
86,89,38.2,19.9,62.4,4,3,2,0
90,93,40.3,19,64.5,4,3,2,0
94,97,32.7,16.5,60.3,4,3,2,0
98,101,41.1,21.5,65.4,4,3,2,0
102,105,44.6,19.4,68.8,4,3,2,0
106,109,44.5,21.2,68.7,4,3,2,0
110,113,42.4,20.5,68.4,4,3,2,0
114,117,42.9,22,66.7,4,3,2,0
118,121,40.6,21.5,64.1,4,3,2,0
122,125,43.4,22.4,65.1,4,3,2,0
126,129,43.4,21.3,67.2,4,3,2,0
130,133,41.2,22,65.7,4,3,2,0
134,137,42.6,17.3,68.1,4,3,2,0
138,141,43.6,21.6,69.6,4,3,2,0
142,145,45,19.1,67.6,4,3,2,0
146,149,34,17.1,57,4,3,2,0
150,153,41.6,21.2,70.7,4,3,2,0
154,157,47.5,20.4,71.3,4,3,2,0
158,161,40,22.4,59.8,4,3,2,0
162,169,41.5,10.7,64.4,4,3,2,0
170,201,34.9,18.3,50,4,3,2,0
170,201,34.9,18.3,50,4,3,2,1
170,201,34.9,18.3,50,4,3,2,1
170,201,34.9,18.3,50,4,3,2,1
170,201,34.9,18.3,50,4,3,2,1
170,201,34.9,18.3,50,4,3,2,1
170,201,34.9,18.3,50,4,3,2,1
170,201,34.9,18.3,50,4,3,2,1
170,201,34.9,18.3,50,4,3,2,1
14,77,70.6,52.1,83,4,3,3,0
14,77,70.6,52.1,83,4,3,3,1
14,77,70.6,52.1,83,4,3,3,1
14,77,70.6,52.1,83,4,3,3,1
14,77,70.6,52.1,83,4,3,3,1
14,77,70.6,52.1,83,4,3,3,1
14,77,70.6,52.1,83,4,3,3,1
14,77,70.6,52.1,83,4,3,3,1
14,77,70.6,52.1,83,4,3,3,1
14,77,70.6,52.1,83,4,3,3,1
14,77,70.6,52.1,83,4,3,3,1
14,77,70.6,52.1,83,4,3,3,1
14,77,70.6,52.1,83,4,3,3,1
14,77,70.6,52.1,83,4,3,3,1
14,77,70.6,52.1,83,4,3,3,1
14,77,70.6,52.1,83,4,3,3,1
14,77,70.6,52.1,83,4,3,3,1
14,77,70.6,52.1,83,4,3,3,1
14,77,70.6,52.1,83,4,3,3,1
14,77,70.6,52.1,83,4,3,3,1
78,89,66.2,51.4,87.9,4,3,3,0
90,97,64.5,40.3,87.9,4,3,3,0
98,101,70,41.7,88.2,4,3,3,0
102,105,80.8,54.7,94.5,4,3,3,0
106,109,82.7,61.7,94.1,4,3,3,0
110,113,79.7,57.4,93,4,3,3,0
114,117,77.9,62.3,89.5,4,3,3,0
118,121,81.2,58.3,93.2,4,3,3,0
122,125,76.8,52.7,89.5,4,3,3,0
126,129,70.8,45.9,90.9,4,3,3,0
130,133,83.7,68.2,93.6,4,3,3,0
134,137,83,56.9,93.8,4,3,3,0
138,141,77.2,59,89.1,4,3,3,0
142,149,76.1,53.8,92,4,3,3,0
150,201,67.7,51.7,82,4,3,3,0
150,201,67.7,51.7,82,4,3,3,1
150,201,67.7,51.7,82,4,3,3,1
150,201,67.7,51.7,82,4,3,3,1
150,201,67.7,51.7,82,4,3,3,1
150,201,67.7,51.7,82,4,3,3,1
150,201,67.7,51.7,82,4,3,3,1
150,201,67.7,51.7,82,4,3,3,1
150,201,67.7,51.7,82,4,3,3,1
150,201,67.7,51.7,82,4,3,3,1
150,201,67.7,51.7,82,4,3,3,1
150,201,67.7,51.7,82,4,3,3,1
150,201,67.7,51.7,82,4,3,3,1
14,37,38.5,17.1,51.7,4,3,4,0
14,37,38.5,17.1,51.7,4,3,4,1
14,37,38.5,17.1,51.7,4,3,4,1
14,37,38.5,17.1,51.7,4,3,4,1
14,37,38.5,17.1,51.7,4,3,4,1
14,37,38.5,17.1,51.7,4,3,4,1
38,45,37.8,23.6,61.4,4,3,4,0
46,53,60.2,36.1,76,4,3,4,0
54,61,40.3,18.3,68.2,4,3,4,0
62,65,50.8,23.3,76.9,4,3,4,0
66,69,58.6,37.9,76.3,4,3,4,0
70,73,56,32.4,77.2,4,3,4,0
74,77,47.3,31.1,68.6,4,3,4,0
78,81,53.8,33.5,71.6,4,3,4,0
82,85,50.2,26.5,78,4,3,4,0
86,89,54.5,28.5,75.6,4,3,4,0
90,93,61.9,38.5,80.8,4,3,4,0
94,97,54.5,31.9,76.4,4,3,4,0
98,101,55.7,32.6,76.8,4,3,4,0
102,105,57.4,32.2,78.8,4,3,4,0
106,109,54.5,31.5,77.1,4,3,4,0
110,113,53,29.6,75,4,3,4,0
114,117,57.3,34.5,78.5,4,3,4,0
118,121,56.9,31.5,78,4,3,4,0
122,125,55.4,30.8,80.4,4,3,4,0
126,129,59.4,35.7,81.2,4,3,4,0
130,133,59,34.5,78.7,4,3,4,0
134,137,56.1,32.1,78.1,4,3,4,0
138,141,56.9,34.2,79.2,4,3,4,0
142,145,57.4,31.1,79.1,4,3,4,0
146,149,64.5,40.9,82.1,4,3,4,0
150,153,54.6,34.3,75.8,4,3,4,0
154,157,65.1,40.2,82.3,4,3,4,0
158,161,64.3,39.8,84.1,4,3,4,0
158,161,64.3,39.8,84.1,4,3,4,1
158,161,64.3,39.8,84.1,4,3,4,1
158,161,64.3,39.8,84.1,4,3,4,1
158,161,64.3,39.8,84.1,4,3,4,1
158,161,64.3,39.8,84.1,4,3,4,1
158,161,64.3,39.8,84.1,4,3,4,1
158,161,64.3,39.8,84.1,4,3,4,1
158,161,64.3,39.8,84.1,4,3,4,1
158,161,64.3,39.8,84.1,4,3,4,1
158,161,64.3,39.8,84.1,4,3,4,1
158,161,64.3,39.8,84.1,4,3,4,1
158,161,64.3,39.8,84.1,4,3,4,1
158,161,64.3,39.8,84.1,4,3,4,1
14,25,46,26.1,67.1,4,4,0,0
14,25,46,26.1,67.1,4,4,0,1
14,25,46,26.1,67.1,4,4,0,1
14,25,46,26.1,67.1,4,4,0,1
26,29,32.3,9.5,55.4,4,4,0,0
30,33,63.2,37.1,79.2,4,4,0,0
34,37,56.9,22.2,76.8,4,4,0,0
38,41,46.4,15.4,84.1,4,4,0,0
42,45,69.8,36.4,85.2,4,4,0,0
46,49,67.1,46.2,81.3,4,4,0,0
50,53,68.2,48.2,86.2,4,4,0,0
54,57,58.3,41.5,82.4,4,4,0,0
58,61,67,45.2,86.1,4,4,0,0
62,65,65.5,41.2,85.6,4,4,0,0
66,69,68.2,41.6,84.5,4,4,0,0
70,73,64.3,39.2,86,4,4,0,0
74,77,70.2,42.4,86.5,4,4,0,0
78,81,73,48,89,4,4,0,0
82,85,73.3,48.3,88.3,4,4,0,0
86,89,73.2,46.4,89.2,4,4,0,0
90,93,72.5,46.5,88.2,4,4,0,0
94,97,73.6,51.4,89.8,4,4,0,0
98,101,74.1,50.4,89.3,4,4,0,0
102,105,74.6,51.5,89.6,4,4,0,0
106,109,76.5,52.9,91.1,4,4,0,0
110,113,77.6,55.6,91.3,4,4,0,0
114,117,76.9,54.4,91.3,4,4,0,0
118,121,76.8,54.7,91.3,4,4,0,0
122,125,78.1,55.7,91.3,4,4,0,0
126,129,77.3,55.6,91,4,4,0,0
130,133,78.6,57.8,91.6,4,4,0,0
134,137,79.1,58,91.9,4,4,0,0
138,141,78,57.3,91.2,4,4,0,0
142,145,79.8,57.8,92.2,4,4,0,0
146,149,78.8,57,91,4,4,0,0
150,153,78.7,57.2,91.5,4,4,0,0
154,157,78.3,56,91,4,4,0,0
158,161,79.9,59.3,91.6,4,4,0,0
162,165,76.5,54.8,91.3,4,4,0,0
166,169,82.8,62.2,94.3,4,4,0,0
170,173,78.4,51.3,93.1,4,4,0,0
174,177,74.9,46.8,91.7,4,4,0,0
178,181,72.4,58.4,87.7,4,4,0,0
182,201,73.9,53.8,86.8,4,4,0,0
182,201,73.9,53.8,86.8,4,4,0,1
182,201,73.9,53.8,86.8,4,4,0,1
182,201,73.9,53.8,86.8,4,4,0,1
30,37,65.9,45.2,81.6,4,4,1,0
30,37,65.9,45.2,81.6,4,4,1,1
30,37,65.9,45.2,81.6,4,4,1,1
30,37,65.9,45.2,81.6,4,4,1,1
30,37,65.9,45.2,81.6,4,4,1,1
30,37,65.9,45.2,81.6,4,4,1,1
30,37,65.9,45.2,81.6,4,4,1,1
30,37,65.9,45.2,81.6,4,4,1,1
30,37,65.9,45.2,81.6,4,4,1,1
38,45,68.9,42.9,86.9,4,4,1,0
46,53,75.1,57.2,88.9,4,4,1,0
54,57,75.1,55.4,92.5,4,4,1,0
58,61,76,55.1,88.4,4,4,1,0
62,65,72,48.4,88.3,4,4,1,0
66,69,75,56.2,88.2,4,4,1,0
70,73,74.3,55.1,89.7,4,4,1,0
74,77,74.2,53.2,90,4,4,1,0
78,81,77.7,57.4,91.6,4,4,1,0
82,85,75.9,57.4,89.8,4,4,1,0
86,89,76.7,53.8,90.5,4,4,1,0
90,93,77.8,57.5,90.1,4,4,1,0
94,97,76.8,55.4,91.5,4,4,1,0
98,101,77.8,58,90.8,4,4,1,0
102,105,78.6,57.7,91,4,4,1,0
106,109,79.8,59,92.5,4,4,1,0
110,113,81.5,62.7,93,4,4,1,0
114,117,80.1,60.3,92.5,4,4,1,0
118,121,79.7,59.3,92.5,4,4,1,0
122,125,81.1,61.9,92.4,4,4,1,0
126,129,80.4,60.5,92.3,4,4,1,0
130,133,81.2,62.2,92.6,4,4,1,0
134,137,81,61.3,92.8,4,4,1,0
138,141,79.5,60,92.1,4,4,1,0
142,145,82.7,63.6,93.3,4,4,1,0
146,149,80.8,62.4,91.8,4,4,1,0
150,153,81.1,60.8,91.9,4,4,1,0
154,157,80.5,61.8,91.4,4,4,1,0
158,161,80.7,63.5,91.9,4,4,1,0
162,165,79.2,60.3,91.4,4,4,1,0
166,169,86,64.6,95.1,4,4,1,0
170,173,82.5,60.6,95.2,4,4,1,0
174,177,80.4,65.1,93.4,4,4,1,0
178,181,72.6,61.9,89.8,4,4,1,0
182,201,78.4,54.8,89.1,4,4,1,0
182,201,78.4,54.8,89.1,4,4,1,1
182,201,78.4,54.8,89.1,4,4,1,1
182,201,78.4,54.8,89.1,4,4,1,1
14,33,41.6,23.9,49,4,4,2,0
14,33,41.6,23.9,49,4,4,2,1
14,33,41.6,23.9,49,4,4,2,1
14,33,41.6,23.9,49,4,4,2,1
14,33,41.6,23.9,49,4,4,2,1
14,33,41.6,23.9,49,4,4,2,1
14,33,41.6,23.9,49,4,4,2,1
14,33,41.6,23.9,49,4,4,2,1
14,33,41.6,23.9,49,4,4,2,1
34,41,30.4,13.4,63.6,4,4,2,0
42,53,57.2,33.5,75.3,4,4,2,0
54,61,49.5,24.6,69.9,4,4,2,0
62,69,38.9,15.3,70.9,4,4,2,0
70,73,31.8,15.4,52.8,4,4,2,0
74,77,53.9,29.7,74.7,4,4,2,0
78,81,48.2,28.6,74.6,4,4,2,0
82,85,57.4,27.4,77.6,4,4,2,0
86,89,44.7,26.9,68.3,4,4,2,0
90,93,47.3,25.3,77.9,4,4,2,0
94,97,60.2,39.9,79.6,4,4,2,0
98,101,54.8,27.8,77.4,4,4,2,0
102,105,62.1,36.1,80.3,4,4,2,0
106,109,56.5,32.8,78.4,4,4,2,0
110,113,55.2,32.6,76.2,4,4,2,0
114,117,56.3,31.7,80.9,4,4,2,0
118,121,57.5,33,78,4,4,2,0
122,125,53.7,26.6,79.7,4,4,2,0
126,129,56.2,32.9,78.5,4,4,2,0
130,133,61.2,39.1,81.2,4,4,2,0
134,137,62,37.7,79.2,4,4,2,0
138,141,62.2,29.2,81.4,4,4,2,0
142,145,41,21.7,70.1,4,4,2,0
146,149,53.4,31.1,77.9,4,4,2,0
150,153,56.7,31.1,74.4,4,4,2,0
154,157,50.5,23.5,70.6,4,4,2,0
158,165,54.5,36.3,71,4,4,2,0
166,201,60,28.5,80.9,4,4,2,0
166,201,60,28.5,80.9,4,4,2,1
166,201,60,28.5,80.9,4,4,2,1
166,201,60,28.5,80.9,4,4,2,1
166,201,60,28.5,80.9,4,4,2,1
166,201,60,28.5,80.9,4,4,2,1
166,201,60,28.5,80.9,4,4,2,1
166,201,60,28.5,80.9,4,4,2,1
166,201,60,28.5,80.9,4,4,2,1
166,201,60,28.5,80.9,4,4,2,1
166,201,60,28.5,80.9,4,4,2,1
14,65,69.3,45,81.5,4,4,3,0
14,65,69.3,45,81.5,4,4,3,1
14,65,69.3,45,81.5,4,4,3,1
14,65,69.3,45,81.5,4,4,3,1
14,65,69.3,45,81.5,4,4,3,1
14,65,69.3,45,81.5,4,4,3,1
14,65,69.3,45,81.5,4,4,3,1
14,65,69.3,45,81.5,4,4,3,1
14,65,69.3,45,81.5,4,4,3,1
14,65,69.3,45,81.5,4,4,3,1
14,65,69.3,45,81.5,4,4,3,1
14,65,69.3,45,81.5,4,4,3,1
14,65,69.3,45,81.5,4,4,3,1
14,65,69.3,45,81.5,4,4,3,1
14,65,69.3,45,81.5,4,4,3,1
14,65,69.3,45,81.5,4,4,3,1
14,65,69.3,45,81.5,4,4,3,1
66,81,73.4,59.5,91.2,4,4,3,0
82,89,89.2,75.5,96.2,4,4,3,0
90,93,82,60.7,95.5,4,4,3,0
94,97,78.9,62,93.5,4,4,3,0
98,101,84.6,66,95.9,4,4,3,0
102,105,86.6,68.4,96.9,4,4,3,0
106,109,84.6,68.2,94.7,4,4,3,0
110,113,80.7,59.3,92.3,4,4,3,0
114,117,80.6,62,93.8,4,4,3,0
118,121,86,68.2,96,4,4,3,0
122,125,87.1,64.8,95.1,4,4,3,0
126,129,81.9,63.7,93.7,4,4,3,0
130,133,84.6,61.4,94.7,4,4,3,0
134,137,83.7,61.3,94.3,4,4,3,0
138,141,83,67,94,4,4,3,0
142,145,88.4,68.9,95.2,4,4,3,0
146,149,82.4,48.6,90.5,4,4,3,0
150,157,88.2,67.2,94.3,4,4,3,0
158,201,76.5,47.2,85.8,4,4,3,0
158,201,76.5,47.2,85.8,4,4,3,1
158,201,76.5,47.2,85.8,4,4,3,1
158,201,76.5,47.2,85.8,4,4,3,1
158,201,76.5,47.2,85.8,4,4,3,1
158,201,76.5,47.2,85.8,4,4,3,1
158,201,76.5,47.2,85.8,4,4,3,1
158,201,76.5,47.2,85.8,4,4,3,1
158,201,76.5,47.2,85.8,4,4,3,1
158,201,76.5,47.2,85.8,4,4,3,1
158,201,76.5,47.2,85.8,4,4,3,1
158,201,76.5,47.2,85.8,4,4,3,1
14,33,42.3,21.6,62.4,4,4,4,0
14,33,42.3,21.6,62.4,4,4,4,1
14,33,42.3,21.6,62.4,4,4,4,1
14,33,42.3,21.6,62.4,4,4,4,1
14,33,42.3,21.6,62.4,4,4,4,1
14,33,42.3,21.6,62.4,4,4,4,1
14,33,42.3,21.6,62.4,4,4,4,1
34,45,37,18,65.1,4,4,4,0
46,53,58.9,37,77.1,4,4,4,0
54,61,56.2,37.4,69.3,4,4,4,0
62,69,55.9,34.9,75.2,4,4,4,0
70,77,64.4,33.9,81.7,4,4,4,0
78,81,62.3,38.3,80.6,4,4,4,0
82,85,59.8,27.5,80.5,4,4,4,0
86,89,67.2,38.2,89,4,4,4,0
90,93,55.7,38.5,80.5,4,4,4,0
94,97,68.9,44.7,85.3,4,4,4,0
98,101,65.3,39.2,84.1,4,4,4,0
102,105,62.2,37.7,81.5,4,4,4,0
106,109,68.3,41.5,87.1,4,4,4,0
110,113,68.2,41.1,86.6,4,4,4,0
114,117,67.4,42.7,86.4,4,4,4,0
118,121,69.5,45.4,85.9,4,4,4,0
122,125,68.7,44.9,85.4,4,4,4,0
126,129,67.6,44.9,85.5,4,4,4,0
130,133,68.3,45.5,87.2,4,4,4,0
134,137,73.6,49.6,89.3,4,4,4,0
138,141,70.9,47.3,88.3,4,4,4,0
142,145,67.3,45.7,85.6,4,4,4,0
146,149,69.2,44.1,88.5,4,4,4,0
150,153,72.3,46.2,91.5,4,4,4,0
154,157,69.7,46.6,87.4,4,4,4,0
158,161,79.1,52.9,91.5,4,4,4,0
162,165,60.2,34.1,90.2,4,4,4,0
162,165,60.2,34.1,90.2,4,4,4,1
162,165,60.2,34.1,90.2,4,4,4,1
162,165,60.2,34.1,90.2,4,4,4,1
162,165,60.2,34.1,90.2,4,4,4,1
162,165,60.2,34.1,90.2,4,4,4,1
162,165,60.2,34.1,90.2,4,4,4,1
162,165,60.2,34.1,90.2,4,4,4,1
162,165,60.2,34.1,90.2,4,4,4,1
162,165,60.2,34.1,90.2,4,4,4,1
162,165,60.2,34.1,90.2,4,4,4,1
162,165,60.2,34.1,90.2,4,4,4,1
162,165,60.2,34.1,90.2,4,4,4,1
162,165,60.2,34.1,90.2,4,4,4,1
