"weight_range_bottom","weight_range_top","score_median","score_p25","score_p75","Age","Education","Race","fake"
106,109,59.7,34.7,80.4,3,3,0,0
110,113,61.6,37.6,81.3,3,3,0,0
114,117,61.7,36.8,81.9,3,3,0,0
118,121,62.5,38.1,82.2,3,3,0,0
122,125,63.6,39.6,82.9,3,3,0,0
126,129,63.8,39.7,82.8,3,3,0,0
130,133,64,40.3,83.2,3,3,0,0
134,137,64.2,39.5,83.3,3,3,0,0
138,141,64,40.2,83,3,3,0,0
142,145,65.1,40.8,83.9,3,3,0,0
146,149,65.1,41.7,83.9,3,3,0,0
150,153,65.1,40.9,82.9,3,3,0,0
154,157,65,40.8,83.9,3,3,0,0
158,161,66,41.7,84.7,3,3,0,0
162,165,61.2,37.5,82.4,3,3,0,0
166,169,63.6,37,83.4,3,3,0,0
170,173,68.6,40.2,84.9,3,3,0,0
174,177,59,34.2,79.4,3,3,0,0
178,181,61.5,32.2,82.9,3,3,0,0
182,185,61.7,31.5,75.5,3,3,0,0
186,189,64.2,44.7,84.9,3,3,0,0
186,189,64.2,44.7,84.9,3,3,0,1
186,189,64.2,44.7,84.9,3,3,0,1
186,189,64.2,44.7,84.9,3,3,0,1
14,25,43.2,16.1,67.7,3,3,1,0
14,25,43.2,16.1,67.7,3,3,1,1
14,25,43.2,16.1,67.7,3,3,1,1
14,25,43.2,16.1,67.7,3,3,1,1
14,25,43.2,16.1,67.7,3,3,1,1
26,29,37.7,20.2,54.6,3,3,1,0
30,33,43.6,21.7,63.7,3,3,1,0
34,37,53,38.3,71.3,3,3,1,0
38,41,61.6,41.1,78.4,3,3,1,0
42,45,45.6,28.6,69.9,3,3,1,0
46,49,55.5,26.5,79.6,3,3,1,0
50,53,60.9,37.8,81,3,3,1,0
54,57,57.1,31.8,80.2,3,3,1,0
58,61,61.3,32.5,84.4,3,3,1,0
62,65,55.5,31.3,75.8,3,3,1,0
66,69,58.8,37.9,78.4,3,3,1,0
70,73,62.1,39.4,82.8,3,3,1,0
74,77,64.3,37.9,84,3,3,1,0
78,81,64,41.4,82.3,3,3,1,0
82,85,62.6,37,81.9,3,3,1,0
86,89,62.7,41,80.5,3,3,1,0
90,93,63.6,40.9,82.5,3,3,1,0
94,97,64.2,40.9,83.1,3,3,1,0
98,101,65.5,41.9,83.5,3,3,1,0
102,105,64.7,41.9,83.4,3,3,1,0
106,109,65,41.8,83.6,3,3,1,0
110,113,66.4,44,83.9,3,3,1,0
114,117,66.6,43,84.3,3,3,1,0
118,121,67.4,44.2,85.1,3,3,1,0
122,125,68.3,46.5,85.2,3,3,1,0
126,129,67.7,45.2,84.9,3,3,1,0
130,133,68.1,46.4,85.4,3,3,1,0
134,137,68.4,45.3,85.3,3,3,1,0
138,141,67.9,45.1,85.3,3,3,1,0
142,145,68.9,46.7,85.9,3,3,1,0
146,149,69.2,46.8,86.2,3,3,1,0
150,153,68.9,46.6,85.1,3,3,1,0
154,157,70,46.2,86.3,3,3,1,0
158,161,68.1,45.7,85.5,3,3,1,0
162,165,66.9,44.7,85.5,3,3,1,0
166,169,68.2,44,84.9,3,3,1,0
170,173,72,46.8,86.9,3,3,1,0
174,177,65.6,41.1,83,3,3,1,0
178,185,64.5,39,86.2,3,3,1,0
186,201,69.7,50,87.6,3,3,1,0
186,201,69.7,50,87.6,3,3,1,1
186,201,69.7,50,87.6,3,3,1,1
14,25,18.2,5.1,37.5,3,3,2,0
14,25,18.2,5.1,37.5,3,3,2,1
14,25,18.2,5.1,37.5,3,3,2,1
14,25,18.2,5.1,37.5,3,3,2,1
14,25,18.2,5.1,37.5,3,3,2,1
26,29,26.1,12.6,42.7,3,3,2,0
30,33,20.8,8.9,44.3,3,3,2,0
34,37,31,14.5,57.8,3,3,2,0
38,41,26.7,10.8,50.8,3,3,2,0
42,45,26.1,12.5,41.9,3,3,2,0
46,49,42.6,18.5,65,3,3,2,0
50,53,37.7,18.8,64.6,3,3,2,0
54,57,31.7,12.2,57.5,3,3,2,0
58,61,35.6,13,61.9,3,3,2,0
62,65,31.3,13.3,62,3,3,2,0
66,69,38.7,20.1,59.8,3,3,2,0
70,73,29.1,15.1,49.9,3,3,2,0
74,77,35.6,17.6,58.9,3,3,2,0
78,81,37,18.1,61.3,3,3,2,0
82,85,39.4,18.9,63.4,3,3,2,0
86,89,39.6,16.9,66.9,3,3,2,0
90,93,37.3,18.4,62.3,3,3,2,0
94,97,39.8,20,64.2,3,3,2,0
98,101,39,18.7,62.9,3,3,2,0
102,105,42.6,21.2,65.4,3,3,2,0
106,109,38.9,20.1,62.3,3,3,2,0
110,113,41.6,22.8,65.1,3,3,2,0
114,117,39.2,19.2,64.2,3,3,2,0
118,121,42.1,21.8,64.4,3,3,2,0
122,125,43.7,23.1,68.3,3,3,2,0
126,129,43.1,21.5,67.3,3,3,2,0
130,133,43.3,22.6,66.6,3,3,2,0
134,137,40.2,20,65.3,3,3,2,0
138,141,46.2,23.8,68.7,3,3,2,0
142,145,42.9,20.2,66.2,3,3,2,0
146,149,42.3,20.9,66.9,3,3,2,0
150,153,45.8,22.8,68.8,3,3,2,0
154,157,43.1,19.5,65.8,3,3,2,0
158,161,43.8,22.9,67.9,3,3,2,0
162,165,38.9,19.9,63.6,3,3,2,0
166,169,50.6,19.1,79.7,3,3,2,0
170,177,49.7,23.2,65.7,3,3,2,0
178,201,39.8,23.8,67.4,3,3,2,0
178,201,39.8,23.8,67.4,3,3,2,1
178,201,39.8,23.8,67.4,3,3,2,1
178,201,39.8,23.8,67.4,3,3,2,1
178,201,39.8,23.8,67.4,3,3,2,1
78,81,63.9,46.3,82.8,3,3,3,0
78,81,63.9,46.3,82.8,3,3,3,1
78,81,63.9,46.3,82.8,3,3,3,1
78,81,63.9,46.3,82.8,3,3,3,1
78,81,63.9,46.3,82.8,3,3,3,1
78,81,63.9,46.3,82.8,3,3,3,1
78,81,63.9,46.3,82.8,3,3,3,1
78,81,63.9,46.3,82.8,3,3,3,1
78,81,63.9,46.3,82.8,3,3,3,1
78,81,63.9,46.3,82.8,3,3,3,1
78,81,63.9,46.3,82.8,3,3,3,1
78,81,63.9,46.3,82.8,3,3,3,1
78,81,63.9,46.3,82.8,3,3,3,1
78,81,63.9,46.3,82.8,3,3,3,1
78,81,63.9,46.3,82.8,3,3,3,1
78,81,63.9,46.3,82.8,3,3,3,1
78,81,63.9,46.3,82.8,3,3,3,1
78,81,63.9,46.3,82.8,3,3,3,1
78,81,63.9,46.3,82.8,3,3,3,1
78,81,63.9,46.3,82.8,3,3,3,1
78,81,63.9,46.3,82.8,3,3,3,1
78,81,63.9,46.3,82.8,3,3,3,1
82,85,76.2,62.4,93.3,3,3,3,0
86,89,63.9,47.4,84.5,3,3,3,0
90,93,67,38.1,89,3,3,3,0
94,97,74.8,55.6,87.1,3,3,3,0
98,101,71.1,48.8,87.9,3,3,3,0
102,105,71.4,37.6,91.3,3,3,3,0
106,109,78.4,60.9,92.7,3,3,3,0
110,113,78.7,60,89.4,3,3,3,0
114,117,72.2,51.5,89.1,3,3,3,0
118,121,73.1,51.2,88.4,3,3,3,0
122,125,80.9,59.3,92.1,3,3,3,0
126,129,73.6,49.1,89.3,3,3,3,0
130,133,72,50.1,87.9,3,3,3,0
134,137,75.6,53.5,90.6,3,3,3,0
138,141,75.7,47.4,88.4,3,3,3,0
142,145,74.8,54.6,90.8,3,3,3,0
146,149,79.7,65.5,90.1,3,3,3,0
150,153,70.8,46,84.2,3,3,3,0
154,201,75.8,55,85.9,3,3,3,0
154,201,75.8,55,85.9,3,3,3,1
154,201,75.8,55,85.9,3,3,3,1
154,201,75.8,55,85.9,3,3,3,1
154,201,75.8,55,85.9,3,3,3,1
154,201,75.8,55,85.9,3,3,3,1
154,201,75.8,55,85.9,3,3,3,1
14,29,28.9,12.1,55.4,3,3,4,0
14,29,28.9,12.1,55.4,3,3,4,1
14,29,28.9,12.1,55.4,3,3,4,1
14,29,28.9,12.1,55.4,3,3,4,1
14,29,28.9,12.1,55.4,3,3,4,1
30,37,40.5,24.7,57.9,3,3,4,0
38,45,47.9,25.4,67.1,3,3,4,0
46,49,46.6,32.9,66.5,3,3,4,0
50,53,48.8,27.3,67.6,3,3,4,0
54,57,53.1,28.5,73,3,3,4,0
58,61,54.6,29.9,76.3,3,3,4,0
62,65,50.3,18.8,75,3,3,4,0
66,69,51.9,31.3,71.6,3,3,4,0
70,73,54.7,30.6,72.1,3,3,4,0
74,77,52.7,32.5,72,3,3,4,0
78,81,49.3,29.3,69.2,3,3,4,0
82,85,52.3,30.4,76.5,3,3,4,0
86,89,51.8,27.3,72,3,3,4,0
90,93,51.1,27.5,74.2,3,3,4,0
94,97,51.7,27.5,76.2,3,3,4,0
98,101,55.4,32.3,75.4,3,3,4,0
102,105,56.6,31.9,77.7,3,3,4,0
106,109,55.2,31,76.5,3,3,4,0
110,113,58,33.5,78.4,3,3,4,0
114,117,58.3,33.9,78.9,3,3,4,0
118,121,56.8,33.3,78.2,3,3,4,0
122,125,56.3,33,77.8,3,3,4,0
126,129,57.8,33.9,78.6,3,3,4,0
130,133,57.5,34.5,79.2,3,3,4,0
134,137,59.5,34.4,80.2,3,3,4,0
138,141,55.5,33.4,77.7,3,3,4,0
142,145,57.5,34.1,78.3,3,3,4,0
146,149,55.4,32.4,77.1,3,3,4,0
150,153,52.5,28.9,75.9,3,3,4,0
154,157,56.6,34.5,75.8,3,3,4,0
158,161,64.5,36,84.3,3,3,4,0
162,165,52.7,27.7,72.3,3,3,4,0
166,169,49.2,23.7,78.8,3,3,4,0
170,173,53.2,28.1,75.1,3,3,4,0
174,177,46.3,26.8,73.9,3,3,4,0
174,177,46.3,26.8,73.9,3,3,4,1
174,177,46.3,26.8,73.9,3,3,4,1
174,177,46.3,26.8,73.9,3,3,4,1
174,177,46.3,26.8,73.9,3,3,4,1
174,177,46.3,26.8,73.9,3,3,4,1
174,177,46.3,26.8,73.9,3,3,4,1
174,177,46.3,26.8,73.9,3,3,4,1
14,21,33.2,9.2,67.4,3,4,0,0
14,21,33.2,9.2,67.4,3,4,0,1
22,25,61.2,27.9,77.6,3,4,0,0
26,29,49,18.9,76,3,4,0,0
30,33,46.5,20.3,67.1,3,4,0,0
34,37,60.9,33.9,85.1,3,4,0,0
38,41,48.1,27,72.5,3,4,0,0
42,45,63,36.7,84.6,3,4,0,0
46,49,64.6,37,84.3,3,4,0,0
50,53,64.1,40.1,84.2,3,4,0,0
54,57,65.7,36,86,3,4,0,0
58,61,67.2,43.1,86.9,3,4,0,0
62,65,73.8,52.8,88.2,3,4,0,0
66,69,71.3,51.6,88.1,3,4,0,0
70,73,73.8,49.6,89.9,3,4,0,0
74,77,74.5,50.6,90,3,4,0,0
78,81,71.9,49.1,88.4,3,4,0,0
82,85,71.8,49.7,88.4,3,4,0,0
86,89,72.8,49.4,88.9,3,4,0,0
90,93,74.9,51.8,90.4,3,4,0,0
94,97,75.5,52.5,90.5,3,4,0,0
98,101,75,52.4,90.2,3,4,0,0
102,105,76.5,53.9,90.2,3,4,0,0
106,109,76.9,54.6,90.9,3,4,0,0
110,113,77.2,54.7,91,3,4,0,0
114,117,76.8,55.1,90.9,3,4,0,0
118,121,78.3,56.7,91.5,3,4,0,0
122,125,78.2,57.3,91.2,3,4,0,0
126,129,78.7,57.2,91.8,3,4,0,0
130,133,78.3,56.7,91.6,3,4,0,0
134,137,78.1,56.1,91.7,3,4,0,0
138,141,79.2,58.1,91.9,3,4,0,0
142,145,79.6,58.3,92.1,3,4,0,0
146,149,79.3,57.9,91.6,3,4,0,0
150,153,78.4,56.7,92,3,4,0,0
154,157,78,57,91.2,3,4,0,0
158,161,79.2,56.5,92.1,3,4,0,0
162,165,78.6,59.9,91.3,3,4,0,0
166,169,80.8,58.8,93,3,4,0,0
170,173,72.9,48,89.5,3,4,0,0
174,177,79.6,58.4,91.4,3,4,0,0
174,177,79.6,58.4,91.4,3,4,0,1
174,177,79.6,58.4,91.4,3,4,0,1
174,177,79.6,58.4,91.4,3,4,0,1
174,177,79.6,58.4,91.4,3,4,0,1
174,177,79.6,58.4,91.4,3,4,0,1
174,177,79.6,58.4,91.4,3,4,0,1
14,25,53.1,32.6,73.3,3,4,1,0
14,25,53.1,32.6,73.3,3,4,1,1
14,25,53.1,32.6,73.3,3,4,1,1
14,25,53.1,32.6,73.3,3,4,1,1
14,25,53.1,32.6,73.3,3,4,1,1
14,25,53.1,32.6,73.3,3,4,1,1
26,33,55.7,20.6,79,3,4,1,0
34,37,71.3,44.3,90.5,3,4,1,0
38,41,67.8,46.3,82,3,4,1,0
42,45,74.6,42.7,91.9,3,4,1,0
46,49,70.1,36.7,88.1,3,4,1,0
50,53,70.6,50.7,87.9,3,4,1,0
54,57,72.5,51.2,88,3,4,1,0
58,61,74.8,48.4,90.5,3,4,1,0
62,65,76.4,58.7,90.1,3,4,1,0
66,69,74.4,57.4,89.6,3,4,1,0
70,73,76.8,55.3,91.4,3,4,1,0
74,77,80,59.5,91.8,3,4,1,0
78,81,75.8,55.3,90.2,3,4,1,0
82,85,76.1,57.1,90.8,3,4,1,0
86,89,76.5,55,90.5,3,4,1,0
90,93,78.6,57.1,91.9,3,4,1,0
94,97,78.8,58,92.1,3,4,1,0
98,101,78.9,58.7,91.7,3,4,1,0
102,105,79.6,59.7,91.5,3,4,1,0
106,109,80.4,61.3,92.3,3,4,1,0
110,113,80.1,60.5,92,3,4,1,0
114,117,80,61,92,3,4,1,0
118,121,81.3,62.4,92.7,3,4,1,0
122,125,80.7,61.7,92.1,3,4,1,0
126,129,81.3,62,92.7,3,4,1,0
130,133,80.8,61.4,92.4,3,4,1,0
134,137,81,61.2,92.8,3,4,1,0
138,141,81.4,61.8,92.7,3,4,1,0
142,145,82,62.7,93,3,4,1,0
146,149,81.4,61.9,92.4,3,4,1,0
150,153,80.5,60.9,92.8,3,4,1,0
154,157,79.9,60.4,92.2,3,4,1,0
158,161,81.7,62,93,3,4,1,0
162,165,79.5,63.2,91.8,3,4,1,0
166,169,84.1,62.1,94,3,4,1,0
170,173,74.2,51.2,89.6,3,4,1,0
174,177,79.7,60.3,91.4,3,4,1,0
178,185,75.4,58.1,88.7,3,4,1,0
186,201,78.4,67,88.9,3,4,1,0
186,201,78.4,67,88.9,3,4,1,1
186,201,78.4,67,88.9,3,4,1,1
14,29,41.7,17.2,73.1,3,4,2,0
14,29,41.7,17.2,73.1,3,4,2,1
14,29,41.7,17.2,73.1,3,4,2,1
14,29,41.7,17.2,73.1,3,4,2,1
14,29,41.7,17.2,73.1,3,4,2,1
14,29,41.7,17.2,73.1,3,4,2,1
14,29,41.7,17.2,73.1,3,4,2,1
30,37,43.7,19,67.8,3,4,2,0
38,45,32.5,17.2,56.1,3,4,2,0
46,53,47.8,25.4,64,3,4,2,0
54,57,43.2,17.8,72.7,3,4,2,0
58,61,50.4,33.3,69.7,3,4,2,0
62,65,57.3,43.4,73.7,3,4,2,0
66,69,57.7,38,75.4,3,4,2,0
70,73,64.3,35,79.5,3,4,2,0
74,77,48.2,27.4,80.5,3,4,2,0
78,81,51.3,25.4,70.1,3,4,2,0
82,85,49,26.6,74.9,3,4,2,0
86,89,54.1,33.6,72.5,3,4,2,0
90,93,51.6,31.2,71.1,3,4,2,0
94,97,54.7,30,77.6,3,4,2,0
98,101,55.5,30.3,76.7,3,4,2,0
102,105,58.4,33.3,78.7,3,4,2,0
106,109,58,34,78.7,3,4,2,0
110,113,54.8,30,77.6,3,4,2,0
114,117,56.5,34.2,78.4,3,4,2,0
118,121,58.3,34,78.5,3,4,2,0
122,125,58.3,35.8,76.8,3,4,2,0
126,129,59.3,32.8,80.2,3,4,2,0
130,133,57.5,33.9,79.7,3,4,2,0
134,137,51.5,29.6,75.9,3,4,2,0
138,141,58.7,34.9,79.3,3,4,2,0
142,145,62.1,35.4,82.3,3,4,2,0
146,149,55.3,32,79.1,3,4,2,0
150,153,53.9,31.8,77.5,3,4,2,0
154,157,51.9,27.1,75,3,4,2,0
158,161,55.9,32.9,75.7,3,4,2,0
162,165,57.7,42.3,81.1,3,4,2,0
166,201,57.2,42.2,81.1,3,4,2,0
166,201,57.2,42.2,81.1,3,4,2,1
166,201,57.2,42.2,81.1,3,4,2,1
166,201,57.2,42.2,81.1,3,4,2,1
166,201,57.2,42.2,81.1,3,4,2,1
166,201,57.2,42.2,81.1,3,4,2,1
166,201,57.2,42.2,81.1,3,4,2,1
166,201,57.2,42.2,81.1,3,4,2,1
166,201,57.2,42.2,81.1,3,4,2,1
14,57,76.7,62.6,91.9,3,4,3,0
14,57,76.7,62.6,91.9,3,4,3,1
14,57,76.7,62.6,91.9,3,4,3,1
14,57,76.7,62.6,91.9,3,4,3,1
14,57,76.7,62.6,91.9,3,4,3,1
14,57,76.7,62.6,91.9,3,4,3,1
14,57,76.7,62.6,91.9,3,4,3,1
14,57,76.7,62.6,91.9,3,4,3,1
14,57,76.7,62.6,91.9,3,4,3,1
14,57,76.7,62.6,91.9,3,4,3,1
14,57,76.7,62.6,91.9,3,4,3,1
14,57,76.7,62.6,91.9,3,4,3,1
14,57,76.7,62.6,91.9,3,4,3,1
58,65,86.2,70,95.7,3,4,3,0
66,73,76.7,63,91.9,3,4,3,0
74,77,80.7,64.3,92.9,3,4,3,0
78,81,84.7,61.2,92.8,3,4,3,0
82,85,87.6,69.8,95.3,3,4,3,0
86,89,87.4,71.1,95.3,3,4,3,0
90,93,84.6,68.6,94.6,3,4,3,0
94,97,85.7,66.8,94.5,3,4,3,0
98,101,85.9,68,95.4,3,4,3,0
102,105,84,65.6,94.4,3,4,3,0
106,109,85.2,63.6,95.2,3,4,3,0
110,113,87.6,70.9,96.1,3,4,3,0
114,117,85.4,67.5,95.1,3,4,3,0
118,121,86.9,70.5,95.5,3,4,3,0
122,125,89,69.3,96.5,3,4,3,0
126,129,87.1,69.9,96.1,3,4,3,0
130,133,88.8,66.5,96.6,3,4,3,0
134,137,86.4,63.9,95.7,3,4,3,0
138,141,90.3,72.8,97.1,3,4,3,0
142,145,87.9,67.6,95.4,3,4,3,0
146,149,84.6,65.1,93.6,3,4,3,0
150,153,90.1,79.5,96,3,4,3,0
154,157,86.9,69,97,3,4,3,0
158,201,86.9,73,96.4,3,4,3,0
158,201,86.9,73,96.4,3,4,3,1
158,201,86.9,73,96.4,3,4,3,1
158,201,86.9,73,96.4,3,4,3,1
158,201,86.9,73,96.4,3,4,3,1
158,201,86.9,73,96.4,3,4,3,1
158,201,86.9,73,96.4,3,4,3,1
158,201,86.9,73,96.4,3,4,3,1
158,201,86.9,73,96.4,3,4,3,1
158,201,86.9,73,96.4,3,4,3,1
158,201,86.9,73,96.4,3,4,3,1
14,29,51,15.7,64.4,3,4,4,0
14,29,51,15.7,64.4,3,4,4,1
14,29,51,15.7,64.4,3,4,4,1
14,29,51,15.7,64.4,3,4,4,1
14,29,51,15.7,64.4,3,4,4,1
30,37,49.4,22.9,61.4,3,4,4,0
38,45,49.9,29.5,68.8,3,4,4,0
46,53,62.2,37.7,78.5,3,4,4,0
54,57,59.5,19.6,85.9,3,4,4,0
58,61,62,31.2,78.4,3,4,4,0
62,65,71.7,46.3,86.2,3,4,4,0
66,69,69.2,42,87.8,3,4,4,0
70,73,65.1,37.3,84.9,3,4,4,0
74,77,66.1,40.1,84.9,3,4,4,0
78,81,67.5,45.4,84.4,3,4,4,0
82,85,70.5,45.6,86.1,3,4,4,0
86,89,67.7,40.6,85.8,3,4,4,0
90,93,71.6,48.4,86.9,3,4,4,0
94,97,68.1,44.8,85.8,3,4,4,0
98,101,65.2,41.8,84.5,3,4,4,0
102,105,68.4,42.3,86.5,3,4,4,0
106,109,68,44,86.3,3,4,4,0
110,113,69.8,45.4,87.7,3,4,4,0
114,117,67.5,43.3,86.3,3,4,4,0
118,121,68.7,44.7,87.5,3,4,4,0
122,125,70.1,47,87.5,3,4,4,0
126,129,70.4,46,87.8,3,4,4,0
130,133,68.9,44.4,86.2,3,4,4,0
134,137,68.9,44.5,86.8,3,4,4,0
138,141,70.4,46.1,87,3,4,4,0
142,145,70,45.5,86.5,3,4,4,0
146,149,72.1,48.1,88,3,4,4,0
150,153,70.8,45.5,87.6,3,4,4,0
154,157,69.2,45.9,86.4,3,4,4,0
158,161,69.1,42,85.7,3,4,4,0
162,165,73.4,50.5,89.3,3,4,4,0
166,169,72.5,47.6,88.3,3,4,4,0
170,177,72.8,51,86.3,3,4,4,0
170,177,72.8,51,86.3,3,4,4,1
170,177,72.8,51,86.3,3,4,4,1
170,177,72.8,51,86.3,3,4,4,1
170,177,72.8,51,86.3,3,4,4,1
170,177,72.8,51,86.3,3,4,4,1
170,177,72.8,51,86.3,3,4,4,1
170,177,72.8,51,86.3,3,4,4,1
170,177,72.8,51,86.3,3,4,4,1
170,177,72.8,51,86.3,3,4,4,1
14,21,16.5,4.3,41.2,4,0,0,0
14,21,16.5,4.3,41.2,4,0,0,1
22,25,37.9,9.9,58.7,4,0,0,0
26,29,25.9,8.8,53.2,4,0,0,0
30,33,36,13.9,63.1,4,0,0,0
34,37,40.3,16.1,69.6,4,0,0,0
38,41,39.8,14.5,68.4,4,0,0,0
42,45,36.3,16.2,63.6,4,0,0,0
46,49,47.2,19.9,72.3,4,0,0,0
50,53,45.6,18.8,71.3,4,0,0,0
54,57,45.7,19.8,67.8,4,0,0,0
58,61,50.1,22.7,73,4,0,0,0
62,65,46.8,21,72.5,4,0,0,0
66,69,48.9,22.8,74.1,4,0,0,0
70,73,48.4,21.5,74.6,4,0,0,0
74,77,49,23.3,73.7,4,0,0,0
78,81,52.6,27.8,76.6,4,0,0,0
82,85,52.6,25.1,77.5,4,0,0,0
86,89,52.8,27.3,78.2,4,0,0,0
90,93,51.5,26,77.8,4,0,0,0
94,97,54.3,27.5,78.2,4,0,0,0
98,101,56.6,29.3,79.8,4,0,0,0
102,105,58.4,30.6,81,4,0,0,0
106,109,59.5,32.3,82.1,4,0,0,0
110,113,60.8,33.9,83.3,4,0,0,0
114,117,61.1,34.7,83.2,4,0,0,0
118,121,62.3,35.7,83.5,4,0,0,0
122,125,62.2,35.9,83.7,4,0,0,0
126,129,64.1,37.2,84.7,4,0,0,0
130,133,64.3,37.3,85,4,0,0,0
134,137,64.5,37.9,84.9,4,0,0,0
138,141,65.9,39.4,85.5,4,0,0,0
142,145,65.5,38.4,85.9,4,0,0,0
146,149,64.6,36.5,84.5,4,0,0,0
150,153,64.3,37.5,85.4,4,0,0,0
154,157,66.1,37.9,85.1,4,0,0,0
158,161,65.8,38.8,85.5,4,0,0,0
162,165,62,36,83.3,4,0,0,0
166,169,65.2,37,86.3,4,0,0,0
170,173,58.6,33.4,81.7,4,0,0,0
174,177,61.8,33.4,85.7,4,0,0,0
178,181,53.9,26.1,79.2,4,0,0,0
182,185,55.6,18.3,85.5,4,0,0,0
186,189,47.1,17.5,71.6,4,0,0,0
190,201,48.6,29.6,66.3,4,0,0,0
190,201,48.6,29.6,66.3,4,0,0,1
190,201,48.6,29.6,66.3,4,0,0,1
22,25,47.5,27,67.2,4,0,1,0
22,25,47.5,27,67.2,4,0,1,1
22,25,47.5,27,67.2,4,0,1,1
26,29,47.9,19.3,71.7,4,0,1,0
30,33,44.5,29.6,64,4,0,1,0
34,37,54.5,29.1,76.6,4,0,1,0
38,41,54.4,30.1,76.1,4,0,1,0
42,45,51.8,32.8,72.4,4,0,1,0
46,49,60.5,37.7,78.2,4,0,1,0
50,53,59.1,40.8,77.4,4,0,1,0
54,57,53,34.2,74,4,0,1,0
58,61,59.4,39.5,76.1,4,0,1,0
62,65,54.2,30.9,77.2,4,0,1,0
66,69,58.7,34.6,77.7,4,0,1,0
70,73,59.5,37.2,80.1,4,0,1,0
74,77,58.9,35.8,77.6,4,0,1,0
78,81,62.7,39.9,81.5,4,0,1,0
82,85,61.7,41.1,80.5,4,0,1,0
86,89,63.4,39.9,82.6,4,0,1,0
90,93,61.4,38.2,81.3,4,0,1,0
94,97,62.6,38.8,81.9,4,0,1,0
98,101,64.3,42.2,82.4,4,0,1,0
102,105,66.2,43.2,83.3,4,0,1,0
106,109,67.3,45.2,84.9,4,0,1,0
110,113,69,47.3,85.9,4,0,1,0
114,117,68.3,46.6,85.4,4,0,1,0
118,121,69.3,47.2,85.8,4,0,1,0
122,125,69.8,48.3,85.8,4,0,1,0
126,129,70.8,48.5,86.9,4,0,1,0
130,133,71,49.1,87.2,4,0,1,0
134,137,70.6,49.3,86.8,4,0,1,0
138,141,71.5,50.1,87.3,4,0,1,0
142,145,72.6,50.8,88,4,0,1,0
146,149,70.6,48.9,86,4,0,1,0
150,153,70.2,47.8,86.3,4,0,1,0
154,157,72,52.1,87.3,4,0,1,0
158,161,72.9,50.2,87.5,4,0,1,0
162,165,70,49,86,4,0,1,0
166,169,74.6,53.2,87.8,4,0,1,0
170,173,69.8,47.4,85.8,4,0,1,0
174,177,70.5,50.4,88.3,4,0,1,0
178,181,60.1,43.3,83.4,4,0,1,0
182,185,59.2,38.4,83.8,4,0,1,0
186,189,61.6,32.3,83.1,4,0,1,0
190,201,58.4,45.4,69.5,4,0,1,0
190,201,58.4,45.4,69.5,4,0,1,1
190,201,58.4,45.4,69.5,4,0,1,1
14,21,18.4,12.3,34.3,4,0,2,0
14,21,18.4,12.3,34.3,4,0,2,1
22,25,22.4,12.9,41.8,4,0,2,0
26,29,22.1,8.1,36.4,4,0,2,0
30,33,26.3,11.8,43.9,4,0,2,0
34,37,24,9.8,50.7,4,0,2,0
38,41,24.9,12.6,58.9,4,0,2,0
42,45,23.4,9.3,44,4,0,2,0
46,49,31,15.8,51.2,4,0,2,0
50,53,28.6,9.8,55.2,4,0,2,0
54,57,42.4,22.8,61.1,4,0,2,0
58,61,30.8,12.4,54.5,4,0,2,0
62,65,32.7,11.4,54.8,4,0,2,0
66,69,31.1,12.7,54.1,4,0,2,0
70,73,22.3,9.5,48.2,4,0,2,0
74,77,31.4,13.1,55,4,0,2,0
78,81,33.9,17.1,58.5,4,0,2,0
82,85,29.2,12.9,49.9,4,0,2,0
86,89,32.2,15.3,54.6,4,0,2,0
90,93,33.1,15.9,55.4,4,0,2,0
94,97,33.8,17.6,55.9,4,0,2,0
98,101,36.1,17.3,59.3,4,0,2,0
102,105,36.5,17.5,59.4,4,0,2,0
106,109,38.5,18.7,61.5,4,0,2,0
110,113,38.7,19.1,62.4,4,0,2,0
114,117,38.5,19.2,62.3,4,0,2,0
118,121,38.1,19.1,61,4,0,2,0
122,125,39.6,19.8,61.8,4,0,2,0
126,129,39.2,19.3,63.7,4,0,2,0
130,133,40,21.7,62.6,4,0,2,0
134,137,40.2,19.3,63.1,4,0,2,0
138,141,40.4,18.6,64.5,4,0,2,0
142,145,37.9,18.3,62.9,4,0,2,0
146,149,34.3,17.2,57.2,4,0,2,0
150,153,44.3,21.8,66.5,4,0,2,0
154,157,41.7,19.1,66,4,0,2,0
158,161,38.1,21.7,56.8,4,0,2,0
162,165,47,27.4,64.3,4,0,2,0
166,169,37.7,16.2,58.8,4,0,2,0
170,173,36.3,21.8,56.4,4,0,2,0
170,173,36.3,21.8,56.4,4,0,2,1
170,173,36.3,21.8,56.4,4,0,2,1
170,173,36.3,21.8,56.4,4,0,2,1
170,173,36.3,21.8,56.4,4,0,2,1
170,173,36.3,21.8,56.4,4,0,2,1
170,173,36.3,21.8,56.4,4,0,2,1
170,173,36.3,21.8,56.4,4,0,2,1
14,45,54,39,66.3,4,0,3,0
14,45,54,39,66.3,4,0,3,1
14,45,54,39,66.3,4,0,3,1
14,45,54,39,66.3,4,0,3,1
14,45,54,39,66.3,4,0,3,1
14,45,54,39,66.3,4,0,3,1
14,45,54,39,66.3,4,0,3,1
14,45,54,39,66.3,4,0,3,1
14,45,54,39,66.3,4,0,3,1
